#Sample	H3K4me3&H3K27ac	H3K4me3&H3K27me3	H3K4me3&EZH2	H3K4me3&EED	H3K4me3&SUZ12	H3K4me3&AEBP2	H3K4me3&MED12	H3K4me3&CycC	H3K4me3&H3K27M	H3K4me3&EGFR	H3K27ac&H3K27me3	H3K27ac&EZH2	H3K27ac&EED	H3K27ac&SUZ12	H3K27ac&AEBP2	H3K27ac&MED12	H3K27ac&CycC	H3K27ac&H3K27M	H3K27ac&EGFR	H3K27me3&EZH2	H3K27me3&EED	H3K27me3&SUZ12	H3K27me3&AEBP2	H3K27me3&MED12	H3K27me3&CycC	H3K27me3&H3K27M	H3K27me3&EGFR	EZH2&EED	EZH2&SUZ12	EZH2&AEBP2	EZH2&MED12	EZH2&CycC	EZH2&H3K27M	EZH2&EGFR	EED&SUZ12	EED&AEBP2	EED&MED12	EED&CycC	EED&H3K27M	EED&EGFR	SUZ12&AEBP2	SUZ12&MED12	SUZ12&CycC	SUZ12&H3K27M	SUZ12&EGFR	AEBP2&MED12	AEBP2&CycC	AEBP2&H3K27M	AEBP2&EGFR	MED12&CycC	MED12&H3K27M	MED12&EGFR	CycC&H3K27M	CycC&EGFR	H3K27M&EGFR
Prod_HEK_DMSO1	1.2187014588722396	0.38350978221786414	0.22075151978898605	0.4296042158737142	0.4512833366495357	0.06339714819770126	0.10204551386471997	0.28998392085112534	0.03771614132665969	0.0525119861874221	0.3631471929225003	0.2094300148720169	0.36889599902757536	0.6562257351949945	0.09821542645847345	0.1275619181493194	0.3310509148414477	0.19051925999720745	0.061403961713755305	0.6934063084123575	1.6457404186818894	1.5006315175130753	0.1719150386372004	0.1842479619495693	0.5641947979841585	0.06216911279991154	0.21971066136868567	21.982701967475005	20.794070350706395	2.345488395367925	0.10306176821617637	0.21420822419807062	0.028501937628412535	0.04966507659589615	23.131184160118515	2.896867248981999	0.20114385048543026	0.4708120425709395	0.05455895335855686	0.07213223822079155	8.473864611903148	0.2671924302747479	0.618089600563858	0.0818255695897924	0.11822227258890323	0.037651843929419004	0.08248545959442878	0.012320550914838123	0.008940365529104873	4.875693616838653	0.010059507398263248	0.021285032826812635	0.0407899574188373	0.03566089586120696	0.006729445424339741
Prod_HEK_DMSO2	1.175485095082444	0.5090053063079081	0.2534375937487271	0.5492795187911048	0.5081603990331183	0.10069229133320032	0.11864766973000772	0.30510666760010724	0.05058456794986392	0.06091390397740964	0.4558601558757167	0.20840830616511372	0.38098577665726324	0.5489439901795606	0.09275901387744714	0.1275619181493194	0.3047109227990961	0.11337693809857315	0.035894348726448436	0.7139958884191211	1.6313520215524286	1.3430255458505667	0.19176591330076886	0.22989623750866905	0.6618212029626536	0.07419016487099186	0.1747890976921247	20.483549418224932	17.219588013221173	2.0546219429315067	0.11094256170862349	0.18996278932286728	0.042031284156071554	0.05174717353787866	19.846269872807735	2.5710505717653316	0.2008005550470684	0.5071545823246423	0.05763318505598626	0.06382449101941537	6.500927843987796	0.2947559315351973	0.6446772892314202	0.06949861460523073	0.0759813426588899	0.04511486252525593	0.09600834732126445	0.012531354846660141	0.015645639675933527	4.976376224028963	0.013646977318509031	0.03547505471135439	0.04013449054171504	0.05564734030309075	0.008499665359742357
Prod_HEK_Taz1	1.3846847335602457	0.05850333024225865	0.2861198779554951	0.4849232270568824	0.4075808696215853	0.08909524227797767	0.09329155207935298	0.3270711248622324	0.05003406685098425	0.08501293119421997	0.28165401674882	0.3722429531794033	0.7540398480065754	1.0246766679793275	0.19132781829616372	0.22738457760064298	0.610254771553485	0.1765638783325247	0.10352293611326703	0.13978393931305327	0.2589729281527927	0.21802919895467243	0.04261290014986091	0.04061558519417342	0.13032520441956666	0.0360090820942391	0.15350990428438827	17.0909416766084	13.292320938826235	1.603650935500518	0.11327459433924908	0.2039593823263358	0.03842332646778015	0.09534187746161335	14.402479700924783	2.045462144861351	0.17929316657577557	0.4785980826592328	0.05146019740681914	0.07813400295721978	4.8222235344677475	0.2701098611239958	0.6000986417065227	0.09242942391324296	0.11570463635076818	0.040276916533280124	0.09655962296233923	0.01760758008379762	0.04593950192254337	4.785624215273173	0.017098622801528518	0.04176096209401401	0.04106870451469705	0.05651750675664101	0.012461578875842531
Prod_HEK_Taz2	1.5588171645152513	0.09949920827987001	0.22870968342091616	0.6093843813418188	0.452684119105956	0.1347189399201152	0.11797860461164661	0.34192988610356845	0.06784778355021995	0.09905804405890822	0.271376486045479	0.4479202221410256	0.8886615143128427	1.016774280182037	0.1682426502642385	0.20598151562876704	0.6493627376900846	0.19749215259273437	0.14115273200135267	0.17057007133692	0.27060736969578264	0.23987974393775313	0.08193302476830787	0.07981821900488159	0.1719150386372004	0.03666651962357715	0.14446085945991124	18.71728301157022	13.868140554931083	1.5690794178931062	0.11217637815533611	0.206911418257544	0.04797318028803431	0.09707688317773006	17.640754882994017	2.4987183984491543	0.20254704956063094	0.5205792818998396	0.06493138466886371	0.12800452146441282	5.5252786778545575	0.24767322159913932	0.7076771771051006	0.0805612210719282	0.10765214325397378	0.05119068318250764	0.12370306289470613	0.013981361604784718	0.023105273922465724	5.036938381530721	0.018714077074704873	0.006142881981900917	0.036764370913398264	0.07754520360563667	0.007689748882631595
