#Sample	Read_Count	Prod_Product_Read_Count	UMI_Combination_Count	H3K4me3_Selfself_Count	H3K27ac_Selfself_Count	H3K27me3_Selfself_Count	EZH2_Selfself_Count	EED_Selfself_Count	SUZ12_Selfself_Count	AEBP2_Selfself_Count	MED12_Selfself_Count	CycC_Selfself_Count	H3K27M_Selfself_Count	EGFR_Selfself_Count	HA-Tag_Selfself_Count
Prod_HEK_DMSO1	4236647	3096677	248149	4543.0	7748.0	8690.0	4440.0	5815.0	62863.0	6146.0	8927.0	14734.0	15131.0	1847.0	2204.0
Prod_HEK_DMSO2	4518151	3708823	249701	5126.0	7409.0	10497.0	4817.0	5775.0	63978.0	8608.0	11655.0	16190.0	15695.0	2255.0	2375.0
Prod_HEK_Taz1	4262776	3542969	207869	3927.0	13051.0	6456.0	3960.0	4873.0	56280.0	8755.0	9287.0	13934.0	14058.0	1990.0	2090.0
Prod_HEK_Taz2	3909176	3252968	179248	3591.0	11275.0	5936.0	3296.0	4147.0	49533.0	7628.0	8646.0	12384.0	12872.0	1870.0	1874.0
